,batsman,opponent_team,total_runs,total_balls_faced,strike_rate,dismissals
2673,Naman Dhir,Sunrisers Hyderabad,30,27,1.0,3
2674,Navdeep Saini,Mumbai Indians,2,2,1.0,1
2675,Naveen-ul-Haq,Delhi Capitals,2,4,0.0,0
2676,Naveen-ul-Haq,Kolkata Knight Riders,2,3,0.0,0
2677,Naveen-ul-Haq,Mumbai Indians,1,5,0.0,0
2678,Naveen-ul-Haq,Royal Challengers Bangalore,13,14,0.0,1
2679,ND Doshi,Kochi Tuskers Kerala,0,13,0.0,1
2680,Niraj Patel,Chennai Super Kings,2,11,0.0,1
2681,Niraj Patel,Delhi Daredevils,4,2,2.0,0
2682,Niraj Patel,Kings XI Punjab,57,40,1.0,1
2683,Niraj Patel,Kolkata Knight Riders,14,22,0.0,1
2684,Niraj Patel,Mumbai Indians,40,30,1.0,0
2685,Niraj Patel,Royal Challengers Bangalore,4,19,0.0,1
2686,Nithish Kumar Reddy,Chennai Super Kings,48,37,1.0,1
2687,Nithish Kumar Reddy,Delhi Capitals,37,31,1.0,2
2688,Nithish Kumar Reddy,Gujarat Titans,31,35,0.0,1
2689,Nithish Kumar Reddy,Kolkata Knight Riders,41,37,1.0,3
2690,Nithish Kumar Reddy,Lucknow Super Giants,32,30,1.0,1
2691,Nithish Kumar Reddy,Mumbai Indians,41,42,0.0,3
2692,Nithish Kumar Reddy,Punjab Kings,101,64,1.0,2
2693,Nithish Kumar Reddy,Rajasthan Royals,111,72,1.0,2
2694,Nithish Kumar Reddy,Royal Challengers Bengaluru,13,14,0.0,1
2695,NJ Maddinson,Chennai Super Kings,4,7,0.0,1
2696,NJ Maddinson,Delhi Daredevils,4,6,0.0,1
2697,NJ Maddinson,Mumbai Indians,12,8,1.0,1
2698,NJ Rimmington,Pune Warriors,1,1,1.0,0
2699,NL McCullum,Chennai Super Kings,15,16,0.0,1
2700,NL McCullum,Rajasthan Royals,11,7,1.0,0
2701,NLTC Perera,Chennai Super Kings,23,13,1.0,1
2702,NLTC Perera,Deccan Chargers,22,25,0.0,1
2703,NLTC Perera,Delhi Daredevils,19,15,1.0,2
2704,NLTC Perera,Gujarat Lions,3,2,1.0,0
2705,NLTC Perera,Kings XI Punjab,90,62,1.0,2
2706,NLTC Perera,Kolkata Knight Riders,74,63,1.0,5
2707,NLTC Perera,Mumbai Indians,14,15,0.0,0
2708,NLTC Perera,Pune Warriors,32,26,1.0,3
2709,NLTC Perera,Rajasthan Royals,33,30,1.0,3
2710,NLTC Perera,Royal Challengers Bangalore,97,61,1.0,4
2711,NLTC Perera,Sunrisers Hyderabad,17,14,1.0,1
2712,NM Coulter-Nile,Chennai Super Kings,5,4,1.0,1
2713,NM Coulter-Nile,Delhi Capitals,1,2,0.0,1
2714,NM Coulter-Nile,Kings XI Punjab,33,18,1.0,1
2715,NM Coulter-Nile,Kolkata Knight Riders,9,13,0.0,0
2716,NM Coulter-Nile,Mumbai Indians,9,6,1.0,1
2717,NM Coulter-Nile,Rajasthan Royals,6,4,1.0,1
2718,NM Coulter-Nile,Rising Pune Supergiant,6,5,1.0,1
2719,NM Coulter-Nile,Rising Pune Supergiants,2,3,0.0,0
2720,NM Coulter-Nile,Royal Challengers Bangalore,6,12,0.0,2
2721,NM Coulter-Nile,Sunrisers Hyderabad,5,8,0.0,2
2722,Noor Ahmad,Chennai Super Kings,7,5,1.0,0
2723,Noor Ahmad,Delhi Capitals,1,7,0.0,1
2724,Noor Ahmad,Kolkata Knight Riders,1,8,0.0,1
2725,Noor Ahmad,Lucknow Super Giants,4,2,2.0,1
2726,Noor Ahmad,Mumbai Indians,1,3,0.0,1
2727,Noor Ahmad,Royal Challengers Bengaluru,0,2,0.0,0
2728,Noor Ahmad,Sunrisers Hyderabad,2,4,0.0,2
2729,NS Naik,Delhi Capitals,7,17,0.0,1
2730,NS Naik,Mumbai Indians,2,6,0.0,2
2731,NS Naik,Sunrisers Hyderabad,22,30,0.0,1
2732,NT Ellis,Delhi Capitals,0,2,0.0,1
2733,NT Ellis,Mumbai Indians,6,4,1.0,0
2734,NT Ellis,Royal Challengers Bangalore,1,2,0.0,1
2735,NT Ellis,Sunrisers Hyderabad,12,18,0.0,2
2736,NV Ojha,Chennai Super Kings,277,194,1.0,9
2737,NV Ojha,Deccan Chargers,105,108,0.0,7
2738,NV Ojha,Delhi Daredevils,108,81,1.0,5
2739,NV Ojha,Gujarat Lions,19,15,1.0,1
2740,NV Ojha,Kings XI Punjab,356,263,1.0,6
2741,NV Ojha,Kochi Tuskers Kerala,13,18,0.0,2
2742,NV Ojha,Kolkata Knight Riders,259,255,1.0,14
2743,NV Ojha,Mumbai Indians,96,109,0.0,9
2744,NV Ojha,Pune Warriors,30,36,0.0,2
2745,NV Ojha,Rajasthan Royals,72,78,0.0,4
2746,NV Ojha,Rising Pune Supergiant,9,9,1.0,1
2747,NV Ojha,Rising Pune Supergiants,25,26,0.0,2
2748,NV Ojha,Royal Challengers Bangalore,184,164,1.0,9
2749,NV Ojha,Sunrisers Hyderabad,1,4,0.0,1
2750,OA Shah,Chennai Super Kings,60,52,1.0,2
2751,OA Shah,Deccan Chargers,98,92,1.0,1
2752,OA Shah,Delhi Daredevils,2,4,0.0,1
2753,OA Shah,Kings XI Punjab,37,22,1.0,1
2754,OA Shah,Kolkata Knight Riders,78,70,1.0,2
2755,OA Shah,Mumbai Indians,135,92,1.0,2
2756,OA Shah,Pune Warriors,4,7,0.0,0
2757,OA Shah,Rajasthan Royals,19,18,1.0,0
2758,OA Shah,Royal Challengers Bangalore,73,48,1.0,3
2759,OC McCoy,Gujarat Titans,8,5,1.0,0
2760,OF Smith,Chennai Super Kings,3,9,0.0,1
2761,OF Smith,Gujarat Titans,0,1,0.0,1
2762,OF Smith,Kolkata Knight Riders,9,15,0.0,0
2763,OF Smith,Mumbai Indians,1,1,1.0,0
2764,OF Smith,Royal Challengers Bangalore,25,9,2.0,0
2765,OF Smith,Sunrisers Hyderabad,13,15,0.0,1
2766,P Awana,Chennai Super Kings,1,5,0.0,0
2767,P Awana,Delhi Daredevils,4,5,0.0,0
2768,P Awana,Mumbai Indians,0,2,0.0,0
2769,P Awana,Rajasthan Royals,0,1,0.0,1
2770,P Awana,Sunrisers Hyderabad,0,1,0.0,1
2771,P Chopra,Chennai Super Kings,8,6,1.0,1
2772,P Dogra,Chennai Super Kings,5,3,1.0,1
2773,P Dogra,Delhi Daredevils,49,52,0.0,1
2774,P Dogra,Kings XI Punjab,1,1,1.0,0
2775,P Dogra,Kolkata Knight Riders,20,33,0.0,4
2776,P Dogra,Mumbai Indians,41,30,1.0,0
2777,P Dogra,Royal Challengers Bangalore,6,14,0.0,1
2778,P Dogra,Sunrisers Hyderabad,5,8,0.0,1
2779,P Dubey,Mumbai Indians,7,13,0.0,0
2780,P Dubey,Punjab Kings,16,20,0.0,1
2781,P Kumar,Chennai Super Kings,49,38,1.0,3
2782,P Kumar,Deccan Chargers,24,20,1.0,3
2783,P Kumar,Delhi Daredevils,20,20,1.0,3
2784,P Kumar,Kings XI Punjab,42,36,1.0,4
2785,P Kumar,Kolkata Knight Riders,40,45,0.0,3
2786,P Kumar,Mumbai Indians,41,45,0.0,7
2787,P Kumar,Pune Warriors,7,13,0.0,1
2788,P Kumar,Rajasthan Royals,81,68,1.0,6
2789,P Kumar,Royal Challengers Bangalore,17,15,1.0,2
2790,P Kumar,Sunrisers Hyderabad,19,23,0.0,2
2791,P Negi,Chennai Super Kings,13,13,1.0,1
2792,P Negi,Delhi Capitals,0,1,0.0,1
2793,P Negi,Delhi Daredevils,28,22,1.0,1
2794,P Negi,Gujarat Lions,35,23,1.0,1
2795,P Negi,Kings XI Punjab,29,27,1.0,1
2796,P Negi,Kolkata Knight Riders,59,49,1.0,5
2797,P Negi,Mumbai Indians,100,78,1.0,4
2798,P Negi,Pune Warriors,8,8,1.0,0
2799,P Negi,Rajasthan Royals,9,10,0.0,3
2800,P Negi,Rising Pune Supergiant,13,14,0.0,2
2801,P Negi,Rising Pune Supergiants,19,12,1.0,0
2802,P Negi,Royal Challengers Bangalore,37,33,1.0,2
2803,P Negi,Sunrisers Hyderabad,15,11,1.0,1
2804,P Parameswaran,Deccan Chargers,0,2,0.0,0
2805,P Parameswaran,Royal Challengers Bangalore,1,1,1.0,0
2806,P Ray Barman,Sunrisers Hyderabad,19,25,0.0,1
2807,P Sahu,Delhi Daredevils,18,12,1.0,0
2808,P Sahu,Kolkata Knight Riders,1,1,1.0,0
2809,P Simran Singh,Chennai Super Kings,85,59,1.0,4
2810,P Simran Singh,Delhi Capitals,163,120,1.0,4
2811,P Simran Singh,Gujarat Titans,75,56,1.0,4
2812,P Simran Singh,Kolkata Knight Riders,206,113,1.0,5
2813,P Simran Singh,Lucknow Super Giants,101,60,1.0,4
2814,P Simran Singh,Mumbai Indians,35,26,1.0,3
2815,P Simran Singh,Rajasthan Royals,95,74,1.0,5
2816,P Simran Singh,Royal Challengers Bangalore,53,38,1.0,2
2817,P Simran Singh,Royal Challengers Bengaluru,77,48,1.0,4
2818,P Simran Singh,Sunrisers Hyderabad,158,113,1.0,7
2819,PA Patel,Chennai Super Kings,330,276,1.0,13
2820,PA Patel,Deccan Chargers,24,40,0.0,4
2821,PA Patel,Delhi Capitals,48,30,1.0,2
2822,PA Patel,Delhi Daredevils,306,285,1.0,15
2823,PA Patel,Gujarat Lions,104,77,1.0,3
2824,PA Patel,Kings XI Punjab,583,440,1.0,14
2825,PA Patel,Kolkata Knight Riders,338,331,1.0,14
2826,PA Patel,Mumbai Indians,210,175,1.0,10
2827,PA Patel,Pune Warriors,76,66,1.0,5
2828,PA Patel,Rajasthan Royals,311,245,1.0,12
2829,PA Patel,Rising Pune Supergiant,108,91,1.0,4
2830,PA Patel,Rising Pune Supergiants,21,16,1.0,1
2831,PA Patel,Royal Challengers Bangalore,210,212,0.0,13
2832,PA Patel,Sunrisers Hyderabad,179,158,1.0,11
2833,PA Reddy,Delhi Daredevils,1,9,0.0,1
2834,PA Reddy,Kings XI Punjab,43,31,1.0,2
2835,PA Reddy,Mumbai Indians,7,9,0.0,1
2836,PA Reddy,Pune Warriors,27,31,0.0,1
2837,PA Reddy,Rajasthan Royals,44,42,1.0,2
2838,PA Reddy,Royal Challengers Bangalore,42,45,0.0,3
2839,Pankaj Singh,Deccan Chargers,4,3,1.0,0
2840,Pankaj Singh,Delhi Daredevils,1,1,1.0,0
2841,Pankaj Singh,Kings XI Punjab,1,6,0.0,1
2842,Pankaj Singh,Mumbai Indians,1,2,0.0,1
2843,Parvez Rasool,Chennai Super Kings,2,2,1.0,0
2844,Parvez Rasool,Kolkata Knight Riders,1,4,0.0,1
2845,Parvez Rasool,Mumbai Indians,4,5,0.0,0
2846,Parvez Rasool,Sunrisers Hyderabad,10,9,1.0,1
2847,PBB Rajapaksa,Chennai Super Kings,51,41,1.0,2
2848,PBB Rajapaksa,Delhi Capitals,4,6,0.0,1
2849,PBB Rajapaksa,Gujarat Titans,60,57,1.0,2
2850,PBB Rajapaksa,Kolkata Knight Riders,81,44,1.0,3
2851,PBB Rajapaksa,Lucknow Super Giants,9,8,1.0,1
2852,PBB Rajapaksa,Rajasthan Royals,28,19,1.0,1
2853,PBB Rajapaksa,Royal Challengers Bangalore,44,26,1.0,2
2854,PC Valthaty,Chennai Super Kings,120,64,1.0,0
2855,PC Valthaty,Deccan Chargers,80,55,1.0,2
2856,PC Valthaty,Delhi Daredevils,79,79,1.0,4
2857,PC Valthaty,Kochi Tuskers Kerala,17,10,1.0,1
2858,PC Valthaty,Kolkata Knight Riders,20,24,0.0,3
2859,PC Valthaty,Mumbai Indians,47,54,0.0,2
2860,PC Valthaty,Pune Warriors,30,34,0.0,4
2861,PC Valthaty,Rajasthan Royals,59,47,1.0,2
2862,PC Valthaty,Royal Challengers Bangalore,47,48,0.0,3
2863,PC Valthaty,Sunrisers Hyderabad,6,17,0.0,1
2864,PD Collingwood,Deccan Chargers,51,43,1.0,0
2865,PD Collingwood,Kings XI Punjab,4,8,0.0,1
2866,PD Collingwood,Kolkata Knight Riders,55,48,1.0,2
2867,PD Collingwood,Mumbai Indians,2,5,0.0,1
2868,PD Collingwood,Rajasthan Royals,16,8,2.0,0
2869,PD Collingwood,Royal Challengers Bangalore,75,47,1.0,0
2870,PD Salt,Chennai Super Kings,52,36,1.0,4
2871,PD Salt,Delhi Capitals,123,66,1.0,3
2872,PD Salt,Gujarat Titans,14,14,1.0,2
2873,PD Salt,Kolkata Knight Riders,61,35,1.0,2
2874,PD Salt,Lucknow Super Giants,121,64,1.0,1
2875,PD Salt,Mumbai Indians,15,11,1.0,3
2876,PD Salt,Punjab Kings,127,77,1.0,4
2877,PD Salt,Rajasthan Royals,101,72,1.0,3
2878,PD Salt,Royal Challengers Bangalore,87,46,1.0,1
2879,PD Salt,Royal Challengers Bengaluru,78,34,2.0,2
2880,PD Salt,Sunrisers Hyderabad,113,78,1.0,3
2881,PHKD Mendis,Chennai Super Kings,32,25,1.0,0
2882,PHKD Mendis,Gujarat Titans,1,5,0.0,1
2883,PHKD Mendis,Kolkata Knight Riders,27,20,1.0,1
2884,PJ Cummins,Chennai Super Kings,88,56,1.0,2
2885,PJ Cummins,Delhi Capitals,23,29,0.0,3
2886,PJ Cummins,Gujarat Lions,24,13,1.0,1
2887,PJ Cummins,Gujarat Titans,24,11,2.0,0
2888,PJ Cummins,Kings XI Punjab,18,20,0.0,1
2889,PJ Cummins,Kolkata Knight Riders,71,63,1.0,3
2890,PJ Cummins,Lucknow Super Giants,18,4,4.0,1
2891,PJ Cummins,Mumbai Indians,200,109,1.0,5
2892,PJ Cummins,Punjab Kings,3,5,0.0,1
2893,PJ Cummins,Rajasthan Royals,42,34,1.0,4
2894,PJ Cummins,Rising Pune Supergiant,11,7,1.0,1
2895,PJ Cummins,Royal Challengers Bangalore,24,31,0.0,5
2896,PJ Cummins,Royal Challengers Bengaluru,31,16,1.0,1
2897,PJ Cummins,Sunrisers Hyderabad,3,3,1.0,1
2898,PJ Sangwan,Chennai Super Kings,0,3,0.0,1
2899,PJ Sangwan,Deccan Chargers,0,1,0.0,0
2900,PJ Sangwan,Delhi Daredevils,1,1,1.0,0
2901,PJ Sangwan,Kings XI Punjab,5,5,1.0,0
2902,PJ Sangwan,Kolkata Knight Riders,0,1,0.0,1
2903,PJ Sangwan,Mumbai Indians,12,19,0.0,1
2904,PJ Sangwan,Punjab Kings,2,6,0.0,1
2905,PJ Sangwan,Rajasthan Royals,1,1,1.0,0
2906,PJ Sangwan,Rising Pune Supergiant,1,2,0.0,1
2907,PJ Sangwan,Royal Challengers Bangalore,4,2,2.0,0
2908,PJ Sangwan,Sunrisers Hyderabad,0,6,0.0,2
2909,PK Garg,Chennai Super Kings,74,59,1.0,2
2910,PK Garg,Delhi Capitals,17,13,1.0,1
2911,PK Garg,Gujarat Titans,10,14,0.0,1
2912,PK Garg,Kings XI Punjab,3,6,0.0,2
2913,PK Garg,Kolkata Knight Riders,25,38,0.0,2
2914,PK Garg,Mumbai Indians,79,54,1.0,3
2915,PK Garg,Punjab Kings,4,7,0.0,1
2916,PK Garg,Rajasthan Royals,15,9,1.0,2
2917,PK Garg,Royal Challengers Bangalore,34,38,0.0,3
2918,PK Garg,Sunrisers Hyderabad,12,9,1.0,1
2919,PM Sarvesh Kumar,Delhi Daredevils,1,2,0.0,0
2920,PN Mankad,Kolkata Knight Riders,26,20,1.0,1
2921,PN Mankad,Mumbai Indians,3,7,0.0,2
2922,PN Mankad,Sunrisers Hyderabad,68,48,1.0,0
2923,PP Chawla,Chennai Super Kings,65,78,0.0,7
2924,PP Chawla,Deccan Chargers,55,40,1.0,2
2925,PP Chawla,Delhi Capitals,36,15,2.0,2
2926,PP Chawla,Delhi Daredevils,54,59,0.0,7
2927,PP Chawla,Gujarat Lions,11,16,0.0,1
2928,PP Chawla,Gujarat Titans,18,15,1.0,3
2929,PP Chawla,Kings XI Punjab,54,32,1.0,2
2930,PP Chawla,Kolkata Knight Riders,58,47,1.0,3
2931,PP Chawla,Mumbai Indians,59,68,0.0,7
2932,PP Chawla,Pune Warriors,52,60,0.0,2
2933,PP Chawla,Rajasthan Royals,85,83,1.0,9
2934,PP Chawla,Rising Pune Supergiants,8,5,1.0,1
2935,PP Chawla,Royal Challengers Bangalore,21,15,1.0,2
2936,PP Chawla,Sunrisers Hyderabad,48,47,1.0,5
2937,PP Ojha,Chennai Super Kings,4,11,0.0,3
2938,PP Ojha,Delhi Daredevils,6,18,0.0,4
2939,PP Ojha,Mumbai Indians,2,4,0.0,1
2940,PP Ojha,Pune Warriors,1,2,0.0,0
2941,PP Ojha,Rajasthan Royals,2,3,0.0,0
2942,PP Ojha,Royal Challengers Bangalore,1,7,0.0,1
2943,PP Shaw,Chennai Super Kings,321,223,1.0,12
2944,PP Shaw,Gujarat Titans,35,26,1.0,4
2945,PP Shaw,Kings XI Punjab,47,44,1.0,4
2946,PP Shaw,Kolkata Knight Riders,428,260,1.0,11
2947,PP Shaw,Lucknow Super Giants,110,75,1.0,4
2948,PP Shaw,Mumbai Indians,209,165,1.0,11
2949,PP Shaw,Punjab Kings,166,101,1.0,4
2950,PP Shaw,Rajasthan Royals,165,134,1.0,9
2951,PP Shaw,Royal Challengers Bangalore,184,131,1.0,9
2952,PP Shaw,Sunrisers Hyderabad,227,162,1.0,8
2953,PR Shah,Deccan Chargers,40,29,1.0,2
2954,PR Shah,Delhi Daredevils,23,35,0.0,3
2955,PR Shah,Kings XI Punjab,5,5,1.0,1
2956,PR Shah,Kochi Tuskers Kerala,5,5,1.0,1
2957,PR Shah,Royal Challengers Bangalore,19,23,0.0,1
2958,Priyansh Arya,Chennai Super Kings,103,43,2.0,1
2959,Priyansh Arya,Gujarat Titans,47,24,1.0,1
2960,Priyansh Arya,Kolkata Knight Riders,91,48,1.0,2
2961,Priyansh Arya,Lucknow Super Giants,8,9,0.0,1
2962,Priyansh Arya,Rajasthan Royals,0,1,0.0,1
2963,Priyansh Arya,Royal Challengers Bengaluru,38,27,1.0,2
2964,Priyansh Arya,Sunrisers Hyderabad,36,15,2.0,1
2965,PSP Handscomb,Mumbai Indians,6,12,0.0,1
2966,PV Tambe,Chennai Super Kings,3,3,1.0,0
2967,PV Tambe,Royal Challengers Bangalore,9,23,0.0,0
2968,PV Tambe,Sunrisers Hyderabad,6,13,0.0,1
2969,PVD Chameera,Gujarat Titans,1,1,1.0,0
2970,PVD Chameera,Kolkata Knight Riders,0,1,0.0,0
2971,PVD Chameera,Punjab Kings,17,10,1.0,1
2972,PVD Chameera,Rajasthan Royals,13,11,1.0,2
2973,PVD Chameera,Royal Challengers Bangalore,12,9,1.0,0
2974,PVSN Raju,Chennai Super Kings,1,1,1.0,0
2975,PWA Mulder,Delhi Capitals,9,12,0.0,1
2976,PWH de Silva,Chennai Super Kings,14,12,1.0,3
2977,PWH de Silva,Kolkata Knight Riders,13,12,1.0,4
2978,PWH de Silva,Lucknow Super Giants,8,7,1.0,0
2979,PWH de Silva,Mumbai Indians,12,8,1.0,0
2980,PWH de Silva,Punjab Kings,1,4,0.0,1
2981,PWH de Silva,Rajasthan Royals,24,26,0.0,3
2982,PWH de Silva,Royal Challengers Bengaluru,1,3,0.0,1
2983,PWH de Silva,Sunrisers Hyderabad,8,20,0.0,1
2984,Q de Kock,Chennai Super Kings,412,326,1.0,14
2985,Q de Kock,Delhi Capitals,356,257,1.0,11
2986,Q de Kock,Delhi Daredevils,18,16,1.0,0
2987,Q de Kock,Gujarat Lions,51,57,0.0,2
2988,Q de Kock,Gujarat Titans,94,65,1.0,4
2989,Q de Kock,Kings XI Punjab,296,227,1.0,8
2990,Q de Kock,Kolkata Knight Riders,455,312,1.0,13
2991,Q de Kock,Lucknow Super Giants,15,10,1.0,1
2992,Q de Kock,Mumbai Indians,142,128,1.0,9
2993,Q de Kock,Pune Warriors,2,9,0.0,1
2994,Q de Kock,Punjab Kings,132,117,1.0,5
2995,Q de Kock,Rajasthan Royals,468,336,1.0,10
2996,Q de Kock,Rising Pune Supergiants,2,8,0.0,1
2997,Q de Kock,Royal Challengers Bangalore,371,269,1.0,11
2998,Q de Kock,Royal Challengers Bengaluru,85,62,1.0,2
2999,Q de Kock,Sunrisers Hyderabad,404,321,1.0,13
3000,R Ashwin,Chennai Super Kings,88,66,1.0,4
3001,R Ashwin,Deccan Chargers,11,12,0.0,2
3002,R Ashwin,Delhi Capitals,100,79,1.0,5
3003,R Ashwin,Delhi Daredevils,33,36,0.0,2
3004,R Ashwin,Gujarat Titans,28,28,1.0,4
3005,R Ashwin,Kings XI Punjab,44,48,0.0,4
3006,R Ashwin,Kolkata Knight Riders,105,95,1.0,6
3007,R Ashwin,Lucknow Super Giants,41,35,1.0,1
3008,R Ashwin,Mumbai Indians,119,120,0.0,12
3009,R Ashwin,Pune Warriors,11,5,2.0,0
3010,R Ashwin,Punjab Kings,28,23,1.0,2
3011,R Ashwin,Rajasthan Royals,53,50,1.0,3
3012,R Ashwin,Royal Challengers Bangalore,97,64,1.0,8
3013,R Ashwin,Royal Challengers Bengaluru,11,8,1.0,1
3014,R Ashwin,Sunrisers Hyderabad,43,44,0.0,5
3015,R Bhatia,Chennai Super Kings,55,54,1.0,6
3016,R Bhatia,Deccan Chargers,4,3,1.0,2
3017,R Bhatia,Delhi Daredevils,66,66,1.0,3
3018,R Bhatia,Gujarat Lions,0,2,0.0,0
3019,R Bhatia,Kings XI Punjab,37,29,1.0,4
3020,R Bhatia,Kochi Tuskers Kerala,11,10,1.0,1
3021,R Bhatia,Kolkata Knight Riders,9,5,1.0,1
3022,R Bhatia,Mumbai Indians,50,45,1.0,5
3023,R Bhatia,Pune Warriors,24,17,1.0,1
3024,R Bhatia,Rajasthan Royals,20,15,1.0,2
3025,R Bhatia,Royal Challengers Bangalore,58,33,1.0,2
3026,R Bhatia,Sunrisers Hyderabad,8,11,0.0,2
3027,R Bishnoi,Chennai Super Kings,0,1,0.0,1
3028,R Bishnoi,Deccan Chargers,1,2,0.0,1
3029,R Bishnoi,Kings XI Punjab,18,14,1.0,1
3030,R Dhawan,Chennai Super Kings,28,23,1.0,1
3031,R Dhawan,Delhi Capitals,4,13,0.0,1
3032,R Dhawan,Delhi Daredevils,8,5,1.0,0
3033,R Dhawan,Gujarat Titans,1,1,1.0,0
3034,R Dhawan,Kings XI Punjab,14,15,0.0,1
3035,R Dhawan,Kolkata Knight Riders,56,50,1.0,3
3036,R Dhawan,Lucknow Super Giants,21,23,0.0,0
3037,R Dhawan,Mumbai Indians,20,15,1.0,1
3038,R Dhawan,Rajasthan Royals,9,5,1.0,1
3039,R Dhawan,Rising Pune Supergiants,11,4,2.0,0
3040,R Dhawan,Royal Challengers Bangalore,31,26,1.0,1
3041,R Dhawan,Sunrisers Hyderabad,7,8,0.0,1
3042,R Dravid,Chennai Super Kings,277,262,1.0,12
3043,R Dravid,Deccan Chargers,339,281,1.0,10
3044,R Dravid,Delhi Daredevils,353,304,1.0,10
3045,R Dravid,Kings XI Punjab,200,179,1.0,8
3046,R Dravid,Kochi Tuskers Kerala,45,42,1.0,2
3047,R Dravid,Kolkata Knight Riders,204,188,1.0,8
3048,R Dravid,Mumbai Indians,195,198,0.0,9
3049,R Dravid,Pune Warriors,165,145,1.0,5
3050,R Dravid,Rajasthan Royals,146,94,1.0,3
3051,R Dravid,Royal Challengers Bangalore,177,155,1.0,5
3052,R Dravid,Sunrisers Hyderabad,73,70,1.0,3
3053,R McLaren,Chennai Super Kings,2,4,0.0,1
3054,R McLaren,Deccan Chargers,22,30,0.0,1
3055,R McLaren,Kings XI Punjab,0,1,0.0,1
3056,R McLaren,Kolkata Knight Riders,0,2,0.0,0
3057,R McLaren,Mumbai Indians,1,3,0.0,1
3058,R McLaren,Pune Warriors,51,46,1.0,0
3059,R McLaren,Rajasthan Royals,13,13,1.0,1
3060,R McLaren,Royal Challengers Bangalore,70,79,0.0,3
3061,R Minz,Chennai Super Kings,3,10,0.0,1
3062,R Minz,Gujarat Titans,3,6,0.0,1
3063,R Ninan,Deccan Chargers,3,6,0.0,1
3064,R Parag,Chennai Super Kings,119,105,1.0,4
3065,R Parag,Delhi Capitals,198,171,1.0,9
3066,R Parag,Gujarat Titans,148,111,1.0,6
3067,R Parag,Kings XI Punjab,0,2,0.0,1
3068,R Parag,Kolkata Knight Riders,131,94,1.0,7
3069,R Parag,Lucknow Super Giants,138,101,1.0,5
3070,R Parag,Mumbai Indians,113,83,1.0,2
3071,R Parag,Punjab Kings,183,122,1.0,6
3072,R Parag,Royal Challengers Bangalore,106,82,1.0,3
3073,R Parag,Royal Challengers Bengaluru,92,65,1.0,4
3074,R Parag,Sunrisers Hyderabad,183,133,1.0,7
3075,R Powell,Chennai Super Kings,3,9,0.0,1
3076,R Powell,Delhi Capitals,13,10,1.0,1
3077,R Powell,Gujarat Titans,20,12,1.0,1
3078,R Powell,Kolkata Knight Riders,67,36,1.0,2
3079,R Powell,Lucknow Super Giants,39,34,1.0,3
3080,R Powell,Mumbai Indians,47,44,1.0,3
3081,R Powell,Punjab Kings,17,16,1.0,3
3082,R Powell,Rajasthan Royals,38,18,2.0,2
3083,R Powell,Royal Challengers Bangalore,0,1,0.0,1
3084,R Powell,Royal Challengers Bengaluru,16,8,2.0,0
3085,R Powell,Sunrisers Hyderabad,100,66,1.0,2
3086,R Rampaul,Chennai Super Kings,0,6,0.0,1
3087,R Rampaul,Delhi Daredevils,12,7,1.0,0
3088,R Rampaul,Kolkata Knight Riders,0,3,0.0,1
3089,R Rampaul,Mumbai Indians,23,18,1.0,0
3090,R Rampaul,Pune Warriors,0,1,0.0,1
3091,R Rampaul,Rajasthan Royals,16,17,0.0,2
3092,R Ravindra,Delhi Capitals,5,18,0.0,2
3093,R Ravindra,Gujarat Titans,47,24,1.0,1
3094,R Ravindra,Kolkata Knight Riders,19,18,1.0,2
3095,R Ravindra,Lucknow Super Giants,37,23,1.0,2
3096,R Ravindra,Mumbai Indians,91,74,1.0,2
3097,R Ravindra,Punjab Kings,36,23,1.0,1
3098,R Ravindra,Rajasthan Royals,27,22,1.0,2
3099,R Ravindra,Royal Challengers Bengaluru,139,87,1.0,3
3100,R Ravindra,Sunrisers Hyderabad,12,9,1.0,1
3101,R Sai Kishore,Delhi Capitals,13,6,2.0,1
3102,R Sai Kishore,Mumbai Indians,1,1,1.0,0
3103,R Sanjay Yadav,Sunrisers Hyderabad,0,2,0.0,1
3104,R Sathish,Chennai Super Kings,17,28,0.0,5
3105,R Sathish,Deccan Chargers,3,5,0.0,1
3106,R Sathish,Delhi Daredevils,28,20,1.0,2
3107,R Sathish,Kings XI Punjab,37,27,1.0,1
3108,R Sathish,Kolkata Knight Riders,32,22,1.0,1
3109,R Sathish,Rajasthan Royals,29,29,1.0,2
3110,R Sathish,Rising Pune Supergiants,10,8,1.0,1
3111,R Sathish,Royal Challengers Bangalore,81,70,1.0,1
3112,R Sathish,Sunrisers Hyderabad,33,27,1.0,2
3113,R Sharma,Chennai Super Kings,1,2,0.0,1
3114,R Sharma,Delhi Daredevils,14,8,1.0,0
3115,R Sharma,Kings XI Punjab,3,7,0.0,1
3116,R Sharma,Kochi Tuskers Kerala,10,11,0.0,0
3117,R Sharma,Mumbai Indians,28,29,0.0,2
3118,R Sharma,Rajasthan Royals,10,9,1.0,3
3119,R Sharma,Royal Challengers Bangalore,0,9,0.0,2
3120,R Sharma,Sunrisers Hyderabad,0,2,0.0,2
3121,R Shepherd,Chennai Super Kings,1,2,0.0,1
3122,R Shepherd,Delhi Capitals,39,12,3.0,0
3123,R Shepherd,Lucknow Super Giants,9,12,0.0,1
3124,R Shepherd,Punjab Kings,27,17,1.0,1
3125,R Shepherd,Rajasthan Royals,24,18,1.0,1
